oc_id,fecha_pedido,fecha_recepcion_esperada,proveedor,sku,marca,cantidad_cajas,costo_unitario,monto_total_mxn,lead_time_dias,condicion_pago,recibido
OC00364,2023-12-29,2024-01-08,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,3311,396.78,1313738.58,10,30 días,1
OC00365,2024-02-05,2024-02-19,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,5193,419.2,2176905.6,14,Contado,1
OC00366,2024-04-06,2024-04-15,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,4724,383.46,1811465.04,9,30 días,1
OC00367,2024-05-21,2024-06-03,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,5223,439.28,2294359.44,13,30 días,1
OC00368,2024-07-22,2024-07-29,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,4566,382.47,1746358.02,7,45 días,1
OC00369,2024-08-30,2024-09-09,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,4136,419.84,1736458.24,10,30 días,1
OC00370,2024-10-14,2024-10-21,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,4245,425.38,1805738.1,7,Contado,1
OC00371,2024-11-13,2024-11-25,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,6687,431.62,2886242.94,12,60 días,1
OC00372,2022-12-19,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,3661,501.68,1836650.48,14,30 días,1
OC00373,2023-02-03,2023-02-13,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,2187,511.5,1118650.5,10,60 días,1
OC00374,2023-03-06,2023-03-20,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,1815,487.54,884885.1,14,45 días,1
OC00375,2023-04-07,2023-04-17,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,3009,468.6,1410017.4,10,60 días,1
OC00376,2023-04-28,2023-05-08,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,2979,483.62,1440703.98,10,60 días,1
OC00377,2023-06-12,2023-06-19,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,3303,487.62,1610608.86,7,Contado,1
OC00378,2023-07-30,2023-08-07,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,3061,484.62,1483421.82,8,Contado,1
OC00379,2023-09-04,2023-09-18,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,2632,470.83,1239224.56,14,60 días,1
OC00380,2023-10-10,2023-10-23,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,4862,503.19,2446509.78,13,30 días,1
OC00381,2023-11-23,2023-12-04,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,3621,472.54,1711067.34,11,60 días,1
OC00382,2024-01-20,2024-01-29,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,3082,477.72,1472333.04,9,45 días,1
OC00383,2024-03-02,2024-03-11,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,2479,463.86,1149908.94,9,Contado,1
OC00384,2024-04-02,2024-04-15,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,3744,497.81,1863800.64,13,45 días,1
OC00385,2024-05-09,2024-05-20,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,4309,522.14,2249901.26,11,45 días,1
OC00386,2024-06-23,2024-07-01,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,6679,503.05,3359870.95,8,30 días,1
OC00387,2024-09-28,2024-10-07,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,3776,459.39,1734656.64,9,30 días,1
OC00388,2024-10-29,2024-11-11,PROV002 - División Material de Curación Jaloma,SKU023,Jaloma Curación,5998,464.49,2786011.02,13,Contado,1
OC00389,2022-12-23,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,2246,337.52,758069.92,10,Contado,1
OC00390,2023-01-23,2023-02-06,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,2182,364.4,795120.8,14,Contado,1
OC00391,2023-03-07,2023-03-20,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,3409,366.93,1250864.37,13,45 días,1
OC00392,2023-04-21,2023-05-01,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,4066,350.28,1424238.48,10,45 días,1
OC00393,2023-05-30,2023-06-12,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,4636,352.04,1632057.44,13,Contado,1
OC00394,2023-08-06,2023-08-14,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,2413,332.6,802563.8,8,30 días,1
OC00395,2023-08-30,2023-09-11,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,2827,358.38,1013140.26,12,Contado,1
OC00396,2023-10-23,2023-10-30,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,5212,349.97,1824043.64,7,Contado,1
OC00397,2023-12-24,2024-01-01,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,2325,350.1,813982.5,8,45 días,1
OC00398,2024-01-27,2024-02-05,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,3544,392.96,1392650.24,9,Contado,1
OC00399,2024-03-20,2024-04-01,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,1939,369.61,716673.79,12,Contado,1
OC00400,2024-04-01,2024-04-15,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,2900,359.59,1042811.0,14,Contado,1
OC00401,2024-05-10,2024-05-20,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,5647,363.22,2051103.34,10,30 días,1
OC00402,2024-07-21,2024-07-29,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,3140,352.75,1107635.0,8,Contado,1
OC00403,2024-09-07,2024-09-16,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,4399,373.95,1645006.05,9,30 días,1
OC00404,2024-10-27,2024-11-04,PROV002 - División Material de Curación Jaloma,SKU024,Jaloma Curación,5731,356.06,2040579.86,8,Contado,1
OC00405,2022-12-21,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,2301,258.27,594279.27,12,30 días,1
OC00406,2023-01-23,2023-01-30,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,3058,287.61,879511.38,7,60 días,1
OC00407,2023-02-08,2023-02-20,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,3221,261.5,842291.5,12,30 días,1
OC00408,2023-03-22,2023-04-03,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,4380,292.16,1279660.8,12,30 días,1
OC00409,2023-05-04,2023-05-15,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,5530,279.8,1547294.0,11,45 días,1
OC00410,2023-07-03,2023-07-10,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,3152,277.34,874175.68,7,Contado,1
OC00411,2023-08-14,2023-08-21,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,2854,259.62,740955.48,7,Contado,1
OC00412,2023-09-05,2023-09-18,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,4327,285.88,1237002.76,13,45 días,1
OC00413,2023-10-18,2023-10-30,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,6772,295.83,2003360.76,12,Contado,1
OC00414,2023-12-06,2023-12-18,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,5122,259.05,1326854.1,12,30 días,1
OC00415,2024-02-12,2024-02-26,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,3764,269.12,1012967.68,14,45 días,1
OC00416,2024-03-29,2024-04-08,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,2925,260.31,761406.75,10,Contado,1
OC00417,2024-04-30,2024-05-13,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,2973,266.28,791650.44,13,Contado,1
OC00418,2024-05-30,2024-06-10,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,4326,268.16,1160060.16,11,45 días,1
OC00419,2024-07-03,2024-07-15,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,4724,283.99,1341568.76,12,60 días,1
OC00420,2024-09-09,2024-09-16,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,3201,254.62,815038.62,7,60 días,1
OC00421,2024-10-02,2024-10-14,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,4704,277.77,1306630.08,12,30 días,1
OC00422,2024-11-17,2024-11-25,PROV002 - División Material de Curación Jaloma,SKU025,Jaloma Curación,5505,278.2,1531491.0,8,45 días,1
OC00423,2022-12-26,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,7922,231.2,1831566.4,7,30 días,1
OC00424,2023-01-25,2023-02-06,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,11135,240.23,2674961.05,12,30 días,1
OC00425,2023-06-07,2023-06-19,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,2168,234.49,508374.32,12,30 días,1
OC00426,2023-07-12,2023-07-24,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,1775,241.17,428076.75,12,Contado,1
OC00427,2023-08-05,2023-08-14,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,4154,257.76,1070735.04,9,30 días,1
OC00428,2023-09-23,2023-10-02,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,6926,231.63,1604269.38,9,Contado,1
OC00429,2023-10-18,2023-10-30,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,13695,242.85,3325830.75,12,Contado,1
OC00430,2024-01-12,2024-01-22,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,8317,231.16,1922557.72,10,30 días,1
OC00431,2024-03-05,2024-03-18,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,4881,246.97,1205460.57,13,60 días,1
OC00432,2024-05-27,2024-06-03,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,2619,243.09,636652.71,7,30 días,1
OC00433,2024-07-15,2024-07-22,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,3458,245.71,849665.18,7,60 días,1
OC00434,2024-08-25,2024-09-02,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,1586,234.93,372598.98,8,30 días,1
OC00435,2024-09-06,2024-09-16,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,4029,229.05,922842.45,10,45 días,1
OC00436,2024-09-30,2024-10-14,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,4850,224.74,1089989.0,14,Contado,1
OC00437,2024-11-04,2024-11-11,PROV002 - División Material de Curación Jaloma,SKU026,Jaloma Curación,7264,240.09,1744013.76,7,60 días,1
OC00438,2022-12-21,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,4262,214.51,914241.62,12,45 días,1
OC00439,2023-01-26,2023-02-06,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,5296,213.32,1129742.72,11,30 días,1
OC00440,2023-04-01,2023-04-10,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,4781,216.18,1033556.58,9,45 días,1
OC00441,2023-05-04,2023-05-15,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,6478,205.47,1331034.66,11,45 días,1
OC00442,2023-07-08,2023-07-17,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,3943,209.2,824875.6,9,45 días,1
OC00443,2023-08-07,2023-08-21,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,3935,190.3,748830.5,14,60 días,1
OC00444,2023-09-13,2023-09-25,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,3709,208.85,774624.65,12,Contado,1
OC00445,2023-10-17,2023-10-30,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,4052,224.62,910160.24,13,45 días,1
OC00446,2023-11-15,2023-11-27,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,7574,211.56,1602355.44,12,45 días,1
OC00447,2024-02-15,2024-02-26,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,3426,226.81,777051.06,11,60 días,1
OC00448,2024-03-14,2024-03-25,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,2893,213.65,618089.45,11,30 días,1
OC00449,2024-04-06,2024-04-15,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,3974,218.38,867842.12,9,45 días,1
OC00450,2024-05-11,2024-05-20,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,6416,215.98,1385727.68,9,60 días,1
OC00451,2024-07-12,2024-07-22,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,4250,217.0,922250.0,10,60 días,1
OC00452,2024-08-19,2024-09-02,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,2770,212.75,589317.5,14,Contado,1
OC00453,2024-09-29,2024-10-07,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,2004,217.16,435188.64,8,60 días,1
OC00454,2024-10-17,2024-10-28,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,3117,205.73,641260.41,11,30 días,1
OC00455,2024-10-29,2024-11-11,PROV002 - División Material de Curación Jaloma,SKU027,Jaloma Curación,5203,221.27,1151267.81,13,60 días,1
OC00456,2022-12-24,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,2357,892.37,2103316.09,9,30 días,1
OC00457,2023-02-11,2023-02-20,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,2662,853.27,2271404.74,9,45 días,1
OC00458,2023-03-15,2023-03-27,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,1893,827.9,1567214.7,12,Contado,1
OC00459,2023-04-17,2023-05-01,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,2675,799.47,2138582.25,14,45 días,1
OC00460,2023-05-23,2023-06-05,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,3930,852.9,3351897.0,13,60 días,1
OC00461,2023-07-17,2023-07-24,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,3673,839.35,3082932.55,7,30 días,1
OC00462,2023-08-29,2023-09-11,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,3077,818.29,2517878.33,13,45 días,1
OC00463,2023-10-17,2023-10-30,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,2064,806.94,1665524.16,13,60 días,1
OC00464,2023-11-10,2023-11-20,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,3726,804.66,2998163.16,10,60 días,1
OC00465,2023-12-29,2024-01-08,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,2483,842.08,2090884.64,10,30 días,1
OC00466,2024-02-02,2024-02-12,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,2431,856.24,2081519.44,10,60 días,1
OC00467,2024-03-12,2024-03-25,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,2821,857.58,2419233.18,13,Contado,1
OC00468,2024-04-18,2024-04-29,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,2795,947.81,2649128.95,11,45 días,1
OC00469,2024-05-12,2024-05-20,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,6022,864.47,5205838.34,8,30 días,1
OC00470,2024-08-06,2024-08-19,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,4428,877.38,3885038.64,13,45 días,1
OC00471,2024-10-05,2024-10-14,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,3446,840.19,2895294.74,9,60 días,1
OC00472,2024-11-19,2024-12-02,PROV002 - División Material de Curación Jaloma,SKU028,Jaloma Curación,3058,793.27,2425819.66,13,60 días,1
OC00473,2022-12-25,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,3965,265.44,1052469.6,8,30 días,1
OC00474,2023-02-17,2023-02-27,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,3297,289.33,953921.01,10,60 días,1
OC00475,2023-03-15,2023-03-27,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,4172,261.08,1089225.76,12,60 días,1
OC00476,2023-05-21,2023-05-29,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,3054,270.9,827328.6,8,30 días,1
OC00477,2023-06-26,2023-07-03,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,2475,270.53,669561.75,7,60 días,1
OC00478,2023-07-19,2023-07-31,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,4305,286.68,1234157.4,12,Contado,1
OC00479,2023-09-08,2023-09-18,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,3139,275.89,866018.71,10,30 días,1
OC00480,2023-10-07,2023-10-16,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,5802,276.59,1604775.18,9,60 días,1
OC00481,2023-12-10,2023-12-18,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,3307,268.43,887698.01,8,60 días,1
OC00482,2024-01-26,2024-02-05,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,4062,245.85,998642.7,10,60 días,1
OC00483,2024-02-28,2024-03-11,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,4088,265.77,1086467.76,12,Contado,1
OC00484,2024-04-15,2024-04-29,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,3999,269.77,1078810.23,14,45 días,1
OC00485,2024-05-26,2024-06-03,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,4103,271.86,1115441.58,8,60 días,1
OC00486,2024-07-04,2024-07-15,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,5841,262.65,1534138.65,11,30 días,1
OC00487,2024-09-18,2024-09-30,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,2842,254.8,724141.6,12,60 días,1
OC00488,2024-10-21,2024-10-28,PROV002 - División Material de Curación Jaloma,SKU029,Jaloma Curación,7195,278.29,2002296.55,7,Contado,1
OC00489,2022-12-25,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,9305,710.8,6613994.0,8,Contado,1
OC00490,2023-02-07,2023-02-20,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,5816,719.76,4186124.16,13,30 días,1
OC00491,2023-05-18,2023-05-29,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,3009,670.08,2016270.72,11,60 días,1
OC00492,2023-07-13,2023-07-24,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,1873,713.11,1335655.03,11,Contado,1
OC00493,2023-08-03,2023-08-14,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,3022,740.64,2238214.08,11,Contado,1
OC00494,2023-09-03,2023-09-11,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,3720,729.1,2712252.0,8,30 días,1
OC00495,2023-10-02,2023-10-09,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,9180,708.18,6501092.4,7,Contado,1
OC00496,2023-12-07,2023-12-18,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,7248,704.51,5106288.48,11,45 días,1
OC00497,2024-01-19,2024-01-29,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,5244,714.66,3747677.04,10,Contado,1
OC00498,2024-03-23,2024-04-01,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,3447,730.42,2517757.74,9,45 días,1
OC00499,2024-05-22,2024-06-03,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,1336,730.14,975467.04,12,30 días,1
OC00500,2024-06-10,2024-06-24,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,2541,736.08,1870379.28,14,30 días,1
OC00501,2024-07-28,2024-08-05,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,3835,743.66,2851936.1,8,30 días,1
OC00502,2024-09-23,2024-09-30,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,4844,723.27,3503519.88,7,30 días,1
OC00503,2024-10-22,2024-11-04,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,7579,769.71,5833632.09,13,45 días,1
OC00504,2024-12-08,2024-12-16,PROV002 - División Material de Curación Jaloma,SKU030,Jaloma Curación,4388,739.06,3242995.28,8,60 días,1
OC00505,2022-12-25,2023-01-02,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,2474,378.4,936161.6,8,60 días,1
OC00506,2023-01-17,2023-01-23,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,3359,395.22,1327543.98,6,60 días,1
OC00507,2023-02-25,2023-03-06,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,3945,398.35,1571490.75,9,30 días,1
OC00508,2023-04-02,2023-04-10,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,6583,401.85,2645378.55,8,Contado,1
OC00509,2023-06-11,2023-06-19,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,4096,383.34,1570160.64,8,60 días,1
OC00510,2023-07-22,2023-07-31,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,4419,359.54,1588807.26,9,30 días,1
OC00511,2023-09-18,2023-09-25,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,4924,412.61,2031691.64,7,30 días,1
OC00512,2023-11-13,2023-11-20,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,5026,388.46,1952399.96,7,Contado,1
OC00513,2024-01-06,2024-01-15,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,2604,357.28,930357.12,9,Contado,1
OC00514,2024-02-06,2024-02-12,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,2491,385.7,960778.7,6,45 días,1
OC00515,2024-02-27,2024-03-04,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,4679,401.57,1878946.03,6,60 días,1
OC00516,2024-04-24,2024-04-29,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,3287,373.31,1227069.97,5,Contado,1
OC00517,2024-05-27,2024-06-03,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,6469,373.1,2413583.9,7,30 días,1
OC00518,2024-07-16,2024-07-22,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,4594,386.11,1773789.34,6,30 días,1
OC00519,2024-09-18,2024-09-23,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,3502,391.65,1371558.3,5,60 días,1
OC00520,2024-10-30,2024-11-04,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,4542,380.93,1730184.06,5,30 días,1
OC00521,2024-12-06,2024-12-16,PROV003 - Línea Infantil Jaloma,SKU031,Jaloma Bebé,3606,384.26,1385641.56,10,Contado,1
OC00522,2022-12-26,2023-01-02,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,1899,371.69,705839.31,7,Contado,1
OC00523,2023-01-24,2023-01-30,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3858,360.21,1389690.18,6,60 días,1
OC00524,2023-03-31,2023-04-10,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3665,338.65,1241152.25,10,45 días,1
OC00525,2023-04-28,2023-05-08,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3037,377.09,1145222.33,10,45 días,1
OC00526,2023-06-09,2023-06-19,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3298,357.34,1178507.32,10,60 días,1
OC00527,2023-08-11,2023-08-21,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3014,346.92,1045616.88,10,30 días,1
OC00528,2023-09-19,2023-09-25,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3157,357.29,1127964.53,6,60 días,1
OC00529,2023-11-15,2023-11-20,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,5247,340.93,1788859.71,5,60 días,1
OC00530,2024-01-22,2024-01-29,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3346,360.14,1205028.44,7,30 días,1
OC00531,2024-03-20,2024-03-25,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3227,367.9,1187213.3,5,45 días,1
OC00532,2024-05-01,2024-05-06,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,2826,351.75,994045.5,5,30 días,1
OC00533,2024-06-04,2024-06-10,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3457,355.57,1229205.49,6,60 días,1
OC00534,2024-07-31,2024-08-05,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,4308,351.47,1514132.76,5,60 días,1
OC00535,2024-10-05,2024-10-14,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,2671,370.45,989471.95,9,60 días,1
OC00536,2024-11-01,2024-11-11,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3263,356.48,1163194.24,10,Contado,1
OC00537,2024-12-14,2024-12-23,PROV003 - Línea Infantil Jaloma,SKU032,Jaloma Bebé,3399,351.6,1195088.4,9,45 días,1
OC00538,2022-12-25,2023-01-02,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,4585,392.26,1798512.1,8,30 días,1
OC00539,2023-02-14,2023-02-20,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,3137,385.66,1209815.42,6,45 días,1
OC00540,2023-04-03,2023-04-10,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,3724,387.82,1444241.68,7,60 días,1
OC00541,2023-05-05,2023-05-15,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,3897,377.45,1470922.65,10,60 días,1
OC00542,2023-06-28,2023-07-03,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,6510,399.69,2601981.9,5,45 días,1
OC00543,2023-08-27,2023-09-04,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,5594,383.69,2146361.86,8,60 días,1
OC00544,2023-11-06,2023-11-13,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,3101,385.39,1195094.39,7,45 días,1
OC00545,2023-11-28,2023-12-04,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,4631,392.92,1819612.52,6,60 días,1
OC00546,2024-01-30,2024-02-05,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,2029,420.6,853397.4,6,45 días,1
OC00547,2024-02-27,2024-03-04,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,3740,403.02,1507294.8,6,Contado,1
OC00548,2024-03-23,2024-04-01,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,5807,379.53,2203930.71,9,30 días,1
OC00549,2024-05-28,2024-06-03,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,3233,370.44,1197632.52,6,45 días,1
OC00550,2024-07-23,2024-07-29,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,4374,395.04,1727904.96,6,Contado,1
OC00551,2024-08-30,2024-09-09,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,3491,380.86,1329582.26,10,60 días,1
OC00552,2024-10-15,2024-10-21,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,3639,386.41,1406145.99,6,60 días,1
OC00553,2024-11-15,2024-11-25,PROV003 - Línea Infantil Jaloma,SKU033,Jaloma Bebé,6158,387.14,2384008.12,10,45 días,1
